codigo_nbu,nombre,frecuencia,ub
668337,"PESTICIDAS ORGANOFOSFORADOS (plaguicidas - parathion), plasmáticos",PE,60.0
668375,"PLAQUETAS, Ac. Anti-",PE,0.0
668385,"PLASMINÓGENO, ACTIVADOR TISULAR de - t-PA (Biológico-Inmunológico)             : t-PA",PE,75.0
668387,"PLASMINÓGENO, INHIBIDOR del ACTIVADOR TISULAR del (PAI - AIP) (Molecular)           : PAI  4G/5G",PE,90.0
668418,"PM-1, Ac. Anti-",PE,0.0
668460,"POLIMORFONUCLEARES, Quimiotáxis",PE,35.0
668467,"POLIOMAVIRUS JC,  PCR - LCR",PE,106.0
668469,POLIQUISTOSIS RENAL - PCR,PE,0.0
668537,POTASIO - eritrocitario,PE,0.0
668571,PROINSULINA - plasmática,PE,0.0
668584,PROMETRYN,PE,60.0
668588,PROPAZINA,PE,60.0
668627,PROTEÍNA del EPIDÍDIMO HUMANO 4 (HE4),PE,0.0
668794,REARREGLO DEL TcR (citrometrìa de flujo),PE,300.0
668800,"RECEPTOR de FSH, Ac. Anti- (RFSH)",PE,120.0
668845,"RETINA, Ac. Anti-",PE,0.0
668870,"RICKETTSIAS PROWAZEKII, Ac. IgG Anti-",PE,45.0
668874,"RICKETTSIAS TYPHI, Ac. IgG Anti-",PE,45.0
668888,"RNA, Ac. Anti-",PE,0.0
668896,"RNP, Ac. Anti- (RIBONUCLEOPROTEINAS)",PE,16.0
668905,"Ro, Ac. Anti- (Ro/SSA)",PE,15.0
668918,ROSA de BENGALA,PE,8.0
668930,ROTAVIRUS - AG -AC- MN (ELISA),PE,32.0
668934,ROTAVIRUS - AcC-,PE,40.0
668939,"ROTAVIRUS, Ag. - heces",PE,22.0
668947,SACAROSA,PE,12.0
668954,"SACCHAROMYSES CEREVISIAE, Ac. Anti- IgA (ASCA)",PE,50.0
668956,"SACCHAROMYSES CEREVISIAE, Ac. Anti- IgG (ASCA)",PE,50.0
668964,"SALIVA, Ex. Físico-Químico",PE,0.0
668977,"SANGRIA, TIEMPO DE - Método de Ivy",PE,8.0
668982,"SARAMPION, Ac. IgG Anti-",PE,15.0
668990,"SARAMPION, Ac. IgM Anti-",PE,16.0
668999,"SCLERODERMIA - SCL 70, Ac. Anti-",PE,20.0
669007,SCORE de MOCO,PE,10.0
669016,SELENIO (AA) - sérico,PE,20.0
669019,SELENIO - urinario,PE,20.0
669026,"SENSIBILIDAD ALIMENTARIA, PANEL de Ac. IgG Anti-",PE,80.0
669030,SERINA - plasmática,PE,50.0
669032,SERINA - plasmática - (PANEO COMPLETO),PE,220.0
669039,"SEROTONINA, Gen transportador de",PE,97.0
669041,SEROTONINA - plaquetaria,PE,120.0
669045,SEROTONINA - urinaria,PE,24.0
669054,SIFILIS (ELISA),PE,0.0
669055,SIFILIS (ELISA RECOMBINANTE),PE,0.0
669058,SILICIO - esputo,PE,20.0
669067,SIMANZINA,PE,60.0
669076,"SINCICIAL RESPIRATORIO, Ac. IgG Anti-",PE,17.0
669084,"SINCICIAL RESPIRATORIO, Ac. IgM Anti-",PE,17.0
669093,"SINCICIAL RESPIRATORIO, ANTIGENO (Ag.)",PE,22.0
669101,SÍNDROMES LINFOPROLIFERATIVOS - FENOTIPIFICACIÓN (Inmunotipificación),PE,300.0
669102,SÍNDROMES MIELOPROLIFERATIVOS - FENOTIPIFICACIÓN.- Jak 2 (JANUS QUINASA 2),PE,300.0
669105,"SIROLIMUS, DROGA CITOSTÁTICA - RAPAMICINA",PE,70.0
669110,"SM, Ac. Anti-",PE,15.0
669118,SOMATOMEDINA C- IGFB1,PE,35.0
669120,"SOMATOMEDINA - IGFBP-3 - (Insulin Like Growth Factor Bind, Prot 3)",PE,60.0
669127,SREPTOCOCCUS BETA-HEMOLÍTICO Grupo B - Prenatal (anal/vaginal),PE,18.0
669129,STAPHYLOCOCCUS AUREUS METICILINO RESISTENTE - PCR o similar,PE,90.0
669132,"STREPTOCOCCUS GRUPO B, Ag. - sérico",PE,25.0
669135,"STREPTOCOCCUS GRUPO B, Ag. - urinario",PE,25.0
669157,"STREPTOCOCCUS PNEUMONIAE, Ag. - esputo",PE,25.0
669161,"STREPTOCOCCUS PNEUMONIAE, Ag. - sérico",PE,25.0
669164,"STREPTOCOCCUS PNEUMONIAE, Ag. - urinario",PE,25.0
669170,Streptococcus pneumoniae - PCR,PE,90.0
669180,"STREPTOZYME, TEST (ESTREPTOZIMA)",PE,15.0
669187,SUBUNIDAD Alfa HIPOFISIARIA,PE,0.0
669195,SUCCINIL ACETONA - urinaria,PE,0.0
669204,SUCCINIL PURINAS,PE,150.0
669212,"SUCROSA, TEST DE",PE,10.0
669223,"SUDOR, TEST CONFIRMATORIO.",PE,50.0
669229,SULFAHEMOGLOBINA POR COOXIMETRIA,PE,0.0
669238,SULFATOS - urinarios,PE,15.0
669246,SULFOTEP,PE,60.0
669255,SUPERÓXIDO DISMUTASA (S.O.D.) - sérica,PE,30.0
669265,SUSTANCIA INTERCELULAR Ac Anti,PE,60.0
669270,TAENIA SOLIUM - Ac. Anti- IgG,PE,55.0
669281,"TALASEMIAS, Beta-Mutaciones",PE,0.0
669293,TALIO - pelo,PE,0.0
669306,Tdt - Citometría de Flujo,PE,30.0
669309,TERBUITRYN,PE,60.0
669311,TERBUTHYLAZINA,PE,60.0
669314,TEST de DESENSIBILIZACIÓN TESTICULAR,PE,110.0
669332,TEST de NITRO BLUE TETRAZOLIUM con Estimulación (Test - NBTS),PE,34.0
669349,TEST DE NITRO BLUE TETRAZOLIUM (Test - NBT),PE,34.0
669358,TEST DE NUGENT - sérico,PE,0.0
669366,TESTOSTERONA DEHIDRO (DHT),PE,25.0
669375,TESTOSTERONA LIBRE (To-L),PE,15.0
669383,TESTOSTERONA - urinaria,PE,15.0
669409,TIOCIANATOS - urinarios,PE,12.0
669417,TIOCIANATOS - séricos,PE,12.0
669426,TIONACINA,PE,60.0
669434,TIOSULFATOS - urinarios,PE,8.0
669443,TIROGLOBULINA (TGs),PE,15.0
669464,TIROGLOBULINA - líquido de punción (TG LP),PE,0.0
669477,TIROSINA (Aminoacido - A. Ác.),PE,16.0
669486,TITULACIÓN de ANTICUERPO VIII (Met..Biol.),PE,0.0
669494,"TOXINA BOTULÍNICA, Ac.",PE,0.0
669503,TOXINA SHIGA o VEROTOXINAS - ESCHERICCIA COLI (c/u) - PCR,PE,80.0
669511,"TOXOCARA CANIS, Ac. IgG Anti-",PE,26.0
669514,"TOXOCARA CANIS, Ac. IgM Anti-",PE,30.0
669538,"TOXOIDE TETÁNICO, Ac. Anti-",PE,90.0
669561,"TOXOPLASMOSIS, Ac. IgA Anti-",PE,30.0
669565,"TOXOPLASMOSIS, Ac. IgA ISAGA Anti-",PE,0.0
669571,"TOXOPLASMOSIS, Ac. IgG Anti- (ELISA)",PE,10.0
669575,"TOXOPLASMOSIS, Ac. IgG Anti- (Test de avidez)",PE,30.0
669580,"TOXOPLASMOSIS, Ac. IgM Anti- (ELISA)",PE,14.0
669588,"TOXOPLASMOSIS, Ac. IgM Anti- (IFI)",PE,8.0
669591,TOXOPLASMOSIS - PCR,PE,70.0
669597,t-PA INMUNOLÓGICO,PE,0.0
669622,"TRANSGLUTAMINASA, Ac. IgA Anti- (TGA)",PE,23.0
669631,"TRANSGLUTAMINASA, Ac. IgG Anti- (TGG)",PE,23.0
669637,"TRASLOCACIÓN, varias - cualitativa (c/u)",PE,220.0
669642,"TRASLOCACIÓN, varios - cuantitativa (c/u)",PE,360.0
669644,"TREPONEMA PALLIDUM, FTA ABS, Ac. IgM Anti-",PE,10.0
669647,"TRICHINELLA SPIRALIS, Ac. IgG Anti-/Ac. Totales",PE,35.0
669649,"TRICHINELLA SPIRALIS, Ac. IgM Anti-",PE,35.0
669653,"TRICHOMONAS, Cultivo para-",PE,0.0
669657,TRICLOROETANOL,PE,12.0
669661,TRIIODOTIRONINA Libre (T3L),PE,10.0
669672,TRIPLE TEST,PE,90.0
669682,"TRIPSINA, Ac. Anti-",PE,0.0
669691,TRIPTOFANO,PE,18.0
669716,"TROMBOFILIA, Panel básico",PE,230.0
669725,TROPONINA I -TnI,PE,17.0
669734,TROPONINA T (cualitativo) - TnT-cuali,PE,17.0
669735,TROPONINA T (cuantitativo) TnT-cuanti,PE,25.0
669747,"TUMOR, Necrosis Factor",PE,0.0
669759,UREAPLASMA UREALÍTICUM (Cultivo).,PE,0.0
669768,UROPORFIRINAS - materia fecal,PE,15.0
669780,VACUNA LINFOCITARIA,PE,0.0
669787,"VAGINAL, BALANCE DEL CONTENIDO (BACOVA)",PE,6.0
669790,"VANADIO, plasmático o uriniario.",PE,20.0
669793,VANCOMICINA,PE,23.0
669810,"VARICELA ZOSTER, Ac. IgM Anti-",PE,25.0
669819,"VARICELA ZOSTER, Ac. IgG Anti-",PE,17.0
669828,"VARICELA ZOSTER, Ag.",PE,30.0
669834,VARICELA ZOSTER - DNA (PCR),PE,70.0
669846,VIGABATRINA,PE,30.0
669853,"VIRUS-JUNIN, Ac. Anti- IgG (FHA)",PE,30.0
669858,"VIRUS-JUNIN, Ac. Anti- IgM (FHA)",PE,30.0
669870,VISCOSIDAD PLASMÁTICA,PE,0.0
669879,VITAMINA B1 (TIAMINA),PE,30.0
669887,VITAMINA B6 (PIRIDOXINA),PE,37.0
669896,VITAMINA C (líquido seminal),PE,30.0
669898,VITAMINA C (plaquetaria),PE,30.0
669905,"VITAMINA D  (1,25-DIHIDROXICOLECALCIFEROL O CALCITRIOL - 1,25-VITAMINA D",PE,75.0
669909,VITAMINA D2 + D3  (ERGOCALCIFEROL + 25-HIDROXICALCIFEROL O COLECALCIFEROL),PE,40.0
669913,VITAMINA D3 (25-HIDROXICALCIFEROL O COLECALCIFEROL),PE,37.0
669930,"VLDL-COLESTEROL, LIPOPROTEINA DE MUY BAJA DENSIDAD.",PE,4.0
669939,XANTINA,PE,10.0
669947,"YERSINIA ENTEROCOLITICA, CULTIVO",PE,0.0
669960,"Yo (PCA-1), Ac. Anti-",PE,100.0
669973,ZAP 70,PE,105.0
669976,ZICA - Ac.Anti,PE,90.0
669978,"ZIKA, virus (PCR)",PE,100.0
669981,"ZIN,ANTICUERPOS de TRANSPORTADOR DE (Anti-ZNT8)",PE,270.0
669984,ZINC - pelo (Zn-pelo),PE,20.0
669987,ZINC - semen (Zn-semen),PE,25.0
669990,ZINC - urinario (Zn-urinario),PE,20.0
